Time,Temperature(F),Humidity(%),Dewpoint(F),HeatIndex(F)
2019/07/04 23:12,76.5,81,70.2,76.5
2019/07/04 23:17,76.5,81,70.2,76.5
2019/07/04 23:22,76.3,81,70.0,76.3
2019/07/04 23:27,76.3,81,70.0,76.3
2019/07/04 23:32,76.3,81,70.0,76.3
2019/07/04 23:37,76.3,81,70.0,76.3
2019/07/04 23:43,76.1,81,70.0,76.1
2019/07/04 23:48,76.3,82,70.3,76.3
2019/07/04 23:53,76.1,81,70.0,76.1
2019/07/04 23:58,76.1,82,70.3,76.1
2019/07/05 00:03,75.9,81,69.8,75.9
2019/07/05 00:08,75.9,82,70.2,75.9
2019/07/05 00:13,75.9,82,70.2,75.9
2019/07/05 00:18,75.7,82,70.0,75.7
2019/07/05 00:23,75.7,82,70.0,75.7
2019/07/05 00:28,75.7,82,70.0,75.7
2019/07/05 00:33,75.7,82,70.0,75.7
2019/07/05 00:38,75.6,82,69.8,75.6
2019/07/05 00:44,75.6,83,70.2,75.6
2019/07/05 00:49,75.6,82,69.8,75.6
2019/07/05 00:54,75.6,82,69.8,75.6
2019/07/05 00:59,75.6,82,69.8,75.6
2019/07/05 01:04,75.4,83,70.0,75.4
2019/07/05 01:09,75.4,83,70.0,75.4
2019/07/05 01:14,75.4,83,70.0,75.4
2019/07/05 01:19,75.4,83,70.0,75.4
2019/07/05 01:24,75.2,83,69.8,75.2
2019/07/05 01:29,75.2,83,69.8,75.2
2019/07/05 01:34,75.2,83,69.8,75.2
2019/07/05 01:39,75.2,83,69.8,75.2
2019/07/05 01:45,75.2,83,69.8,75.2
2019/07/05 01:50,75.2,83,69.8,75.2
2019/07/05 01:55,75.2,83,69.8,75.2
2019/07/05 02:00,75.2,84,70.2,75.2
2019/07/05 02:05,75.0,83,69.6,75.0
2019/07/05 02:10,75.0,83,69.6,75.0
2019/07/05 02:15,75.0,83,69.6,75.0
2019/07/05 02:20,75.0,84,70.0,75.0
2019/07/05 02:25,74.8,84,69.8,74.8
2019/07/05 02:30,74.8,84,69.8,74.8
2019/07/05 02:35,74.8,83,69.4,74.8
2019/07/05 02:40,74.8,84,69.8,74.8
2019/07/05 02:46,74.7,84,69.6,74.7
2019/07/05 02:51,74.7,84,69.6,74.7
2019/07/05 02:56,74.7,84,69.6,74.7
2019/07/05 03:01,74.7,85,70.0,74.7
2019/07/05 03:06,74.7,85,70.0,74.7
2019/07/05 03:11,74.7,84,69.6,74.7
2019/07/05 03:16,74.7,85,70.0,74.7
2019/07/05 03:21,74.7,85,70.0,74.7
2019/07/05 03:26,74.7,85,70.0,74.7
2019/07/05 03:31,74.7,85,70.0,74.7
2019/07/05 03:36,74.7,85,70.0,74.7
2019/07/05 03:41,74.7,84,69.6,74.7
2019/07/05 03:47,74.7,84,69.6,74.7
2019/07/05 03:52,74.7,85,70.0,74.7
2019/07/05 03:57,74.7,85,70.0,74.7
2019/07/05 04:02,74.5,85,69.8,74.5
2019/07/05 04:07,74.7,85,70.0,74.7
2019/07/05 04:12,74.7,85,70.0,74.7
2019/07/05 04:17,74.5,85,69.8,74.5
2019/07/05 04:22,74.5,85,69.8,74.5
2019/07/05 04:27,74.7,84,69.6,74.7
2019/07/05 04:32,74.5,85,69.8,74.5
2019/07/05 04:37,74.5,85,69.8,74.5
2019/07/05 04:42,74.5,85,69.8,74.5
2019/07/05 04:48,74.5,84,69.4,74.5
2019/07/05 04:53,74.3,84,69.3,74.3
2019/07/05 04:58,74.3,84,69.3,74.3
2019/07/05 05:03,74.3,84,69.3,74.3
2019/07/05 05:08,74.3,84,69.3,74.3
2019/07/05 05:13,74.3,84,69.3,74.3
2019/07/05 05:18,74.1,84,69.1,74.1
2019/07/05 05:23,74.1,84,69.1,74.1
2019/07/05 05:28,74.1,84,69.1,74.1
2019/07/05 05:33,74.1,84,69.1,74.1
2019/07/05 05:38,74.1,84,69.1,74.1
2019/07/05 05:43,74.1,84,69.1,74.1
2019/07/05 05:49,74.1,84,69.1,74.1
2019/07/05 05:54,73.9,84,68.9,73.9
2019/07/05 05:59,73.9,84,68.9,73.9
2019/07/05 06:04,73.9,84,68.9,73.9
2019/07/05 06:09,73.9,84,68.9,73.9
2019/07/05 06:14,73.8,85,69.1,73.8
2019/07/05 06:19,73.8,85,69.1,73.8
2019/07/05 06:24,73.8,85,69.1,73.8
2019/07/05 06:29,73.8,85,69.1,73.8
2019/07/05 06:34,73.6,84,68.5,73.6
2019/07/05 06:39,73.8,85,69.1,73.8
2019/07/05 06:44,73.6,85,68.9,73.6
2019/07/05 06:50,73.8,85,69.1,73.8
2019/07/05 06:55,73.8,85,69.1,73.8
2019/07/05 07:00,73.8,85,69.1,73.8
2019/07/05 07:05,73.8,85,69.1,73.8
2019/07/05 07:10,73.8,85,69.1,73.8
2019/07/05 07:15,73.9,85,69.3,73.9
2019/07/05 07:20,73.9,85,69.3,73.9
2019/07/05 07:25,73.9,85,69.3,73.9
2019/07/05 07:30,74.1,85,69.4,74.1
2019/07/05 07:35,74.3,85,69.6,74.3
2019/07/05 07:40,74.3,85,69.6,74.3
2019/07/05 07:45,74.5,85,69.8,74.5
2019/07/05 07:51,74.7,85,70.0,74.7
2019/07/05 07:56,74.7,85,70.0,74.7
2019/07/05 08:01,74.8,85,70.2,74.8
2019/07/05 08:06,75.0,85,70.3,75.0
2019/07/05 08:11,75.2,85,70.3,75.2
2019/07/05 08:16,75.4,84,70.3,75.4
2019/07/05 08:21,75.6,84,70.5,75.6
2019/07/05 08:26,75.7,84,70.5,75.7
2019/07/05 08:31,75.9,84,70.7,75.9
2019/07/05 08:36,76.1,84,70.9,76.1
2019/07/05 08:41,76.3,84,71.1,76.3
2019/07/05 08:46,76.5,84,71.2,76.5
2019/07/05 08:52,76.8,84,71.6,76.8
2019/07/05 08:57,77.0,83,71.4,77.0
2019/07/05 09:02,77.2,83,71.6,77.2
2019/07/05 09:07,77.2,83,71.6,77.2
2019/07/05 09:12,77.4,83,71.8,77.4
2019/07/05 09:17,77.5,82,71.6,77.5
2019/07/05 09:22,77.9,82,72.0,77.9
2019/07/05 09:27,78.1,82,72.1,78.1
2019/07/05 09:32,78.3,81,72.0,78.3
2019/07/05 09:37,78.4,81,72.1,78.4
2019/07/05 09:42,78.6,80,72.0,78.6
2019/07/05 09:47,78.8,80,72.1,78.8
2019/07/05 09:53,79.0,80,72.3,79.0
2019/07/05 09:58,79.2,80,72.5,79.2
2019/07/05 10:03,79.3,78,72.0,79.3
2019/07/05 10:08,79.5,78,72.1,79.5
2019/07/05 10:13,79.7,77,72.0,79.7
2019/07/05 10:18,79.9,77,72.1,79.9
2019/07/05 10:23,80.2,77,72.5,84.2
2019/07/05 10:28,80.4,77,72.7,84.6
2019/07/05 10:33,80.6,76,72.3,84.7
2019/07/05 10:38,81.0,75,72.3,85.5
2019/07/05 10:43,81.0,75,72.3,85.5
2019/07/05 10:48,81.1,75,72.5,85.6
2019/07/05 10:54,81.5,75,72.9,86.4
2019/07/05 10:59,81.7,75,73.0,86.9
2019/07/05 11:04,81.9,74,72.9,87.1
2019/07/05 11:09,82.0,73,72.5,87.1
2019/07/05 11:14,82.0,74,73.0,87.3
2019/07/05 11:19,82.2,73,72.7,87.4
2019/07/05 11:24,82.4,73,72.9,87.8
2019/07/05 11:29,82.4,73,72.9,87.8
2019/07/05 11:34,82.6,72,72.7,88.0
2019/07/05 11:39,82.8,71,72.5,88.2
2019/07/05 11:44,82.9,71,72.7,88.3
2019/07/05 11:49,83.3,70,72.5,88.9
2019/07/05 11:55,83.3,70,72.5,88.9
2019/07/05 12:00,83.5,70,72.7,89.2
2019/07/05 12:05,83.7,70,72.9,89.8
2019/07/05 12:10,83.8,70,73.0,90.0
2019/07/05 12:15,84.0,69,72.9,90.1
2019/07/05 12:20,84.4,69,73.2,90.9
2019/07/05 12:25,84.4,69,73.2,90.9
2019/07/05 12:30,84.6,69,73.4,91.4
2019/07/05 12:35,84.9,69,73.6,91.9
2019/07/05 12:40,84.9,69,73.6,91.9
2019/07/05 12:45,85.1,68,73.4,92.1
2019/07/05 12:50,85.3,68,73.6,92.5
2019/07/05 12:56,85.5,67,73.2,92.7
2019/07/05 13:01,85.5,66,72.9,92.1
2019/07/05 13:06,85.6,66,73.0,92.5
2019/07/05 13:11,85.6,66,73.0,92.5
2019/07/05 13:16,85.8,66,73.2,92.8
2019/07/05 13:21,86.2,66,73.6,93.7
2019/07/05 13:26,86.2,66,73.6,93.7
2019/07/05 13:31,86.4,66,73.8,94.3
2019/07/05 13:36,86.5,66,73.9,94.5
2019/07/05 13:41,86.7,65,73.6,94.5
2019/07/05 13:46,86.9,65,73.8,94.8
2019/07/05 13:51,87.1,65,73.9,95.4
2019/07/05 13:57,87.1,64,73.4,94.8
2019/07/05 14:02,87.3,64,73.6,95.4
2019/07/05 14:07,87.4,64,73.8,95.5
2019/07/05 14:12,87.6,64,73.9,96.1
2019/07/05 14:17,87.8,63,73.8,96.1
2019/07/05 14:22,88.0,63,73.9,96.4
2019/07/05 14:27,88.2,63,74.1,97.0
2019/07/05 14:32,88.3,63,74.1,97.2
2019/07/05 14:37,88.5,62,73.9,97.2
2019/07/05 14:42,88.9,62,74.3,98.1
2019/07/05 14:47,88.9,61,73.8,97.5
2019/07/05 14:52,89.1,61,73.9,98.1
2019/07/05 14:58,89.2,60,73.6,97.7
2019/07/05 15:03,89.4,60,73.8,98.2
2019/07/05 15:08,89.4,59,73.2,97.7
2019/07/05 15:13,89.6,58,72.9,97.5
2019/07/05 15:18,89.8,58,73.0,98.1
2019/07/05 15:23,90.1,59,73.9,99.3
2019/07/05 15:28,90.1,59,73.9,99.3
2019/07/05 15:33,90.5,58,73.8,99.7
2019/07/05 15:38,90.7,59,74.5,100.8
2019/07/05 15:43,90.7,58,73.9,100.0
2019/07/05 15:48,90.9,58,74.1,100.6
2019/07/05 15:53,90.7,58,73.9,100.0
2019/07/05 15:59,90.7,58,73.9,100.0
2019/07/05 16:04,90.9,58,74.1,100.6
2019/07/05 16:09,91.0,58,74.3,100.8
2019/07/05 16:14,91.2,58,74.5,101.3
2019/07/05 16:19,91.4,58,74.7,101.8
2019/07/05 16:24,91.6,58,74.8,102.2
2019/07/05 16:29,91.6,58,74.8,102.2
2019/07/05 16:34,91.8,57,74.5,102.2
2019/07/05 16:39,91.9,57,74.7,102.4
2019/07/05 16:44,92.1,57,74.8,102.9
2019/07/05 16:49,92.3,56,74.5,102.7
2019/07/05 16:54,92.5,56,74.5,103.1
2019/07/05 17:00,92.7,56,74.7,103.6
2019/07/05 17:05,92.7,56,74.7,103.6
2019/07/05 17:10,92.8,57,75.4,104.5
2019/07/05 17:15,92.8,56,74.8,104.0
2019/07/05 17:20,92.8,57,75.4,104.5
2019/07/05 17:25,92.7,56,74.7,103.6
2019/07/05 17:30,92.5,57,75.0,103.8
2019/07/05 17:35,92.5,58,75.6,104.5
2019/07/05 17:40,91.9,59,75.6,103.6
2019/07/05 17:45,91.6,59,75.2,102.9
2019/07/05 17:50,91.2,59,75.0,101.8
2019/07/05 17:55,91.0,60,75.2,102.0
2019/07/05 18:01,90.7,60,75.0,101.3
2019/07/05 18:06,90.3,61,75.0,100.9
2019/07/05 18:11,89.8,61,74.7,99.7
2019/07/05 18:16,89.4,62,74.7,99.3
2019/07/05 18:21,89.2,64,75.6,99.9
2019/07/05 18:26,88.7,66,75.9,99.7
2019/07/05 18:31,88.3,67,76.1,99.3
2019/07/05 18:36,88.0,67,75.7,98.4
2019/07/05 18:41,87.6,68,75.7,98.1
2019/07/05 18:46,87.4,67,75.2,97.0
2019/07/05 18:51,87.3,68,75.4,97.3
2019/07/05 18:56,86.9,68,75.2,96.3
2019/07/05 19:02,86.7,68,75.0,95.7
2019/07/05 19:07,86.5,68,74.8,95.4
2019/07/05 19:12,86.4,67,74.1,94.6
2019/07/05 19:17,86.2,68,74.5,94.6
2019/07/05 19:22,85.8,68,74.1,93.7
2019/07/05 19:27,85.8,68,74.1,93.7
2019/07/05 19:32,85.5,68,73.8,93.0
2019/07/05 19:37,85.5,68,73.8,93.0
2019/07/05 19:42,85.3,68,73.6,92.5
2019/07/05 19:47,85.1,68,73.4,92.1
2019/07/05 19:52,84.9,68,73.2,91.6
2019/07/05 19:57,84.7,68,73.0,91.2
2019/07/05 20:03,84.7,69,73.6,91.6
2019/07/05 20:08,84.6,69,73.4,91.4
2019/07/05 20:13,84.4,69,73.2,90.9
2019/07/05 20:18,84.2,69,73.0,90.5
2019/07/05 20:23,84.0,69,72.9,90.1
2019/07/05 20:28,83.8,69,72.7,89.6
2019/07/05 20:33,83.8,69,72.7,89.6
2019/07/05 20:38,83.7,70,72.9,89.8
2019/07/05 20:43,83.3,70,72.5,88.9
2019/07/05 20:48,83.3,71,73.0,89.2
2019/07/05 20:53,83.1,70,72.3,88.5
2019/07/05 20:58,82.9,71,72.7,88.3
2019/07/05 21:04,82.8,71,72.5,88.2
2019/07/05 21:09,82.8,71,72.5,88.2
2019/07/05 21:14,82.6,71,72.3,87.8
2019/07/05 21:19,82.4,72,72.5,87.6
2019/07/05 21:24,82.4,72,72.5,87.6
2019/07/05 21:29,82.2,72,72.3,87.3
2019/07/05 21:34,82.0,73,72.5,87.1
2019/07/05 21:39,81.9,73,72.3,86.9
2019/07/05 21:44,81.9,73,72.3,86.9
2019/07/05 21:49,81.7,73,72.3,86.4
2019/07/05 21:54,81.5,74,72.5,86.2
2019/07/05 21:59,81.5,74,72.5,86.2
2019/07/05 22:05,81.5,74,72.5,86.2
2019/07/05 22:10,81.3,74,72.3,85.8
2019/07/05 22:15,81.3,75,72.7,86.0
2019/07/05 22:20,81.1,74,72.1,85.5
2019/07/05 22:25,81.1,74,72.1,85.5
2019/07/05 22:30,81.1,75,72.5,85.6
2019/07/05 22:35,81.0,75,72.3,85.5
2019/07/05 22:40,80.8,75,72.1,85.1
2019/07/05 22:45,80.8,75,72.1,85.1
2019/07/05 22:50,80.6,76,72.3,84.7
2019/07/05 22:55,80.4,76,72.1,84.4
2019/07/05 23:00,80.4,76,72.1,84.4
2019/07/05 23:06,80.4,76,72.1,84.4
2019/07/05 23:11,80.2,76,72.0,84.0
2019/07/05 23:16,80.2,76,72.0,84.0
2019/07/05 23:21,80.2,76,72.0,84.0
2019/07/05 23:26,80.2,77,72.5,84.2
2019/07/05 23:31,80.1,77,72.3,80.1
2019/07/05 23:36,80.1,77,72.3,80.1
2019/07/05 23:41,80.1,77,72.3,80.1
2019/07/05 23:46,80.1,77,72.3,80.1
2019/07/05 23:51,80.1,77,72.3,80.1
2019/07/05 23:56,79.9,77,72.1,79.9
2019/07/06 00:01,79.9,78,72.5,79.9
2019/07/06 00:07,79.9,78,72.5,79.9
2019/07/06 00:12,79.7,78,72.3,79.7
2019/07/06 00:17,79.7,78,72.3,79.7
2019/07/06 00:22,79.7,78,72.3,79.7
2019/07/06 00:27,79.7,78,72.3,79.7
2019/07/06 00:32,79.5,78,72.1,79.5
2019/07/06 00:37,79.5,78,72.1,79.5
2019/07/06 00:42,79.5,78,72.1,79.5
2019/07/06 00:47,79.5,79,72.5,79.5
2019/07/06 00:52,79.5,79,72.5,79.5
2019/07/06 00:57,79.3,79,72.3,79.3
2019/07/06 01:02,79.3,79,72.3,79.3
2019/07/06 01:08,79.3,79,72.3,79.3
2019/07/06 01:13,79.3,79,72.3,79.3
2019/07/06 01:18,79.3,79,72.3,79.3
2019/07/06 01:23,79.3,79,72.3,79.3
2019/07/06 01:28,79.3,80,72.7,79.3
2019/07/06 01:33,79.3,79,72.3,79.3
2019/07/06 01:38,79.3,79,72.3,79.3
2019/07/06 01:43,79.3,80,72.7,79.3
2019/07/06 01:48,79.3,80,72.7,79.3
2019/07/06 01:53,79.2,80,72.5,79.2
2019/07/06 01:58,79.2,80,72.5,79.2
2019/07/06 02:03,79.2,80,72.5,79.2
2019/07/06 02:09,79.2,80,72.5,79.2
2019/07/06 02:14,79.2,80,72.5,79.2
2019/07/06 02:19,79.2,80,72.5,79.2
2019/07/06 02:24,79.2,80,72.5,79.2
2019/07/06 02:29,79.2,80,72.5,79.2
2019/07/06 02:34,79.2,80,72.5,79.2
2019/07/06 02:39,79.2,80,72.5,79.2
2019/07/06 02:44,79.2,80,72.5,79.2
2019/07/06 02:49,79.2,80,72.5,79.2
2019/07/06 02:54,79.0,80,72.3,79.0
2019/07/06 02:59,79.0,80,72.3,79.0
2019/07/06 03:04,79.0,80,72.3,79.0
2019/07/06 03:10,79.0,81,72.7,79.0
2019/07/06 03:15,79.0,80,72.3,79.0
2019/07/06 03:20,79.0,80,72.3,79.0
2019/07/06 03:25,79.0,80,72.3,79.0
2019/07/06 03:30,78.8,80,72.1,78.8
2019/07/06 03:35,78.8,80,72.1,78.8
2019/07/06 03:40,78.8,81,72.5,78.8
2019/07/06 03:45,78.6,81,72.3,78.6
2019/07/06 03:50,78.6,81,72.3,78.6
2019/07/06 03:55,78.6,81,72.3,78.6
2019/07/06 04:00,78.6,80,72.0,78.6
2019/07/06 04:05,78.6,81,72.3,78.6
2019/07/06 04:11,78.4,81,72.1,78.4
2019/07/06 04:16,78.4,81,72.1,78.4
2019/07/06 04:21,78.4,81,72.1,78.4
2019/07/06 04:26,78.4,81,72.1,78.4
2019/07/06 04:31,78.4,81,72.1,78.4
2019/07/06 04:36,78.4,81,72.1,78.4
2019/07/06 04:41,78.3,81,72.0,78.3
2019/07/06 04:46,78.3,81,72.0,78.3
2019/07/06 04:51,78.3,81,72.0,78.3
2019/07/06 04:56,78.1,81,71.8,78.1
2019/07/06 05:01,78.1,81,71.8,78.1
2019/07/06 05:06,77.9,81,71.6,77.9
2019/07/06 05:12,77.9,81,71.6,77.9
2019/07/06 05:17,77.9,81,71.6,77.9
2019/07/06 05:22,77.7,81,71.4,77.7
2019/07/06 05:27,77.7,81,71.4,77.7
2019/07/06 05:32,77.7,82,71.8,77.7
2019/07/06 05:37,77.7,82,71.8,77.7
2019/07/06 05:42,77.5,82,71.6,77.5
2019/07/06 05:47,77.5,82,71.6,77.5
2019/07/06 05:52,77.5,82,71.6,77.5
2019/07/06 05:57,77.5,82,71.6,77.5
2019/07/06 06:02,77.5,82,71.6,77.5
2019/07/06 06:07,77.4,82,71.4,77.4
2019/07/06 06:13,77.4,82,71.4,77.4
2019/07/06 06:18,77.4,81,71.1,77.4
2019/07/06 06:23,77.4,82,71.4,77.4
2019/07/06 06:28,77.4,82,71.4,77.4
2019/07/06 06:33,77.4,82,71.4,77.4
2019/07/06 06:38,77.4,82,71.4,77.4
2019/07/06 06:43,77.4,81,71.1,77.4
2019/07/06 06:48,77.4,82,71.4,77.4
2019/07/06 06:53,77.4,82,71.4,77.4
2019/07/06 06:58,77.4,82,71.4,77.4
2019/07/06 07:03,77.4,82,71.4,77.4
2019/07/06 07:08,77.5,82,71.6,77.5
2019/07/06 07:14,77.5,82,71.6,77.5
2019/07/06 07:19,77.5,82,71.6,77.5
2019/07/06 07:24,77.5,82,71.6,77.5
2019/07/06 07:29,77.5,82,71.6,77.5
2019/07/06 07:34,77.5,82,71.6,77.5
2019/07/06 07:39,77.5,82,71.6,77.5
2019/07/06 07:44,77.5,82,71.6,77.5
2019/07/06 07:49,77.5,82,71.6,77.5
2019/07/06 07:54,77.5,82,71.6,77.5
2019/07/06 07:59,77.5,82,71.6,77.5
2019/07/06 08:04,77.5,82,71.6,77.5
2019/07/06 08:09,77.7,82,71.8,77.7
2019/07/06 08:15,77.7,82,71.8,77.7
2019/07/06 08:20,77.7,82,71.8,77.7
2019/07/06 08:25,77.7,82,71.8,77.7
2019/07/06 08:30,77.9,82,72.0,77.9
2019/07/06 08:35,78.1,82,72.1,78.1
2019/07/06 08:40,78.1,82,72.1,78.1
2019/07/06 08:45,78.3,82,72.3,78.3
2019/07/06 08:50,78.3,81,72.0,78.3
2019/07/06 08:55,78.4,81,72.1,78.4
2019/07/06 09:00,78.6,81,72.3,78.6
2019/07/06 09:05,79.0,81,72.7,79.0
2019/07/06 09:10,79.2,80,72.5,79.2
2019/07/06 09:16,79.3,80,72.7,79.3
2019/07/06 09:21,79.5,80,72.9,79.5
2019/07/06 09:26,79.7,80,73.0,79.7
2019/07/06 09:31,79.7,80,73.0,79.7
2019/07/06 09:36,79.9,79,72.9,79.9
2019/07/06 09:41,80.1,79,73.0,80.1
2019/07/06 09:46,80.2,79,73.2,84.4
2019/07/06 09:51,80.2,79,73.2,84.4
2019/07/06 09:56,80.4,78,73.0,84.7
2019/07/06 10:01,80.6,78,73.2,85.1
2019/07/06 10:06,80.8,78,73.4,85.5
2019/07/06 10:11,80.8,77,72.9,85.3
2019/07/06 10:17,81.0,77,73.0,85.8
2019/07/06 10:22,81.0,77,73.0,85.8
2019/07/06 10:27,81.1,77,73.2,86.0
2019/07/06 10:32,81.3,77,73.4,86.4
2019/07/06 10:37,81.5,76,73.2,86.7
2019/07/06 10:42,81.5,76,73.2,86.7
2019/07/06 10:47,81.7,76,73.4,87.1
2019/07/06 10:52,81.9,76,73.6,87.4
2019/07/06 10:57,82.0,76,73.8,87.8
2019/07/06 11:02,82.2,75,73.6,88.0
2019/07/06 11:07,82.2,75,73.6,88.0
2019/07/06 11:12,82.4,75,73.8,88.3
2019/07/06 11:18,82.4,75,73.8,88.3
2019/07/06 11:23,82.4,75,73.8,88.3
2019/07/06 11:28,82.6,75,73.9,88.9
2019/07/06 11:33,82.8,75,74.1,89.2
2019/07/06 11:38,82.9,74,73.9,89.2
2019/07/06 11:43,83.1,74,73.9,89.6
2019/07/06 11:48,83.3,74,74.1,90.1
2019/07/06 11:53,83.5,73,73.9,90.3
2019/07/06 11:58,83.5,73,73.9,90.3
2019/07/06 12:03,83.7,74,74.5,91.0
2019/07/06 12:08,83.7,73,74.1,90.7
2019/07/06 12:13,83.8,73,74.3,90.9
2019/07/06 12:19,84.0,73,74.5,91.4
2019/07/06 12:24,84.2,73,74.7,91.8
2019/07/06 12:29,84.6,73,75.0,92.8
2019/07/06 12:34,84.7,72,74.8,92.7
2019/07/06 12:39,84.9,72,75.0,93.2
2019/07/06 12:44,85.1,72,75.2,93.6
2019/07/06 12:49,85.3,71,74.8,93.7
2019/07/06 12:54,85.5,71,75.0,94.1
2019/07/06 12:59,85.6,70,74.8,94.1
2019/07/06 13:04,86.0,70,75.2,95.0
2019/07/06 13:09,86.2,69,74.8,95.0
2019/07/06 13:14,86.4,68,74.7,95.0
2019/07/06 13:20,86.7,68,75.0,95.7
2019/07/06 13:25,86.7,68,75.0,95.7
2019/07/06 13:30,86.9,68,75.2,96.3
2019/07/06 13:35,87.3,67,75.0,96.8
2019/07/06 13:40,87.4,66,74.7,96.4
2019/07/06 13:45,87.4,66,74.7,96.4
2019/07/06 13:50,87.6,65,74.5,96.4
2019/07/06 13:55,87.8,66,75.0,97.5
2019/07/06 14:00,88.2,64,74.5,97.5
2019/07/06 14:05,88.3,65,75.2,98.2
2019/07/06 14:10,88.3,65,75.2,98.2
2019/07/06 14:15,88.5,65,75.4,98.8
2019/07/06 14:21,88.7,63,74.5,98.1
2019/07/06 14:26,88.9,63,74.7,98.6
2019/07/06 14:31,89.1,64,75.4,99.7
2019/07/06 14:36,89.1,63,74.8,99.1
2019/07/06 14:41,89.2,63,75.0,99.3
2019/07/06 14:46,89.2,63,75.0,99.3
2019/07/06 14:51,89.6,63,75.4,100.4
2019/07/06 14:56,89.6,63,75.4,100.4
2019/07/06 15:01,90.0,62,75.2,100.8
2019/07/06 15:06,90.0,62,75.2,100.8
2019/07/06 15:11,90.1,62,75.4,100.9
2019/07/06 15:16,90.3,61,75.0,100.9
2019/07/06 15:22,90.3,61,75.0,100.9
2019/07/06 15:27,90.5,62,75.7,102.0
2019/07/06 15:32,90.5,62,75.7,102.0
2019/07/06 15:37,90.7,61,75.4,101.8
2019/07/06 15:42,90.9,61,75.6,102.4
2019/07/06 15:47,91.0,61,75.7,102.7
2019/07/06 15:52,91.2,61,75.9,103.1
2019/07/06 15:57,91.4,60,75.6,103.1
2019/07/06 16:02,91.4,60,75.6,103.1
2019/07/06 16:07,91.8,56,73.9,101.5
2019/07/06 16:12,91.8,57,74.5,102.2
2019/07/06 16:17,91.9,58,75.2,102.9
2019/07/06 16:23,92.3,58,75.4,104.0
2019/07/06 16:28,92.3,57,74.8,103.3
2019/07/06 16:33,92.7,57,75.2,104.4
2019/07/06 16:38,92.7,56,74.7,103.6
2019/07/06 16:43,93.0,55,74.5,103.8
2019/07/06 16:48,93.2,55,74.7,104.2
2019/07/06 16:53,93.4,55,74.8,104.7
2019/07/06 16:58,93.6,53,73.9,103.8
2019/07/06 17:03,93.6,53,73.9,103.8
2019/07/06 17:08,93.9,54,74.8,105.3
2019/07/06 17:13,94.1,54,75.0,105.8
2019/07/06 17:18,94.3,53,74.7,105.6
2019/07/06 17:24,94.6,53,74.8,106.3
2019/07/06 17:29,94.8,52,74.5,106.2
2019/07/06 17:34,95.0,51,74.1,105.8
2019/07/06 17:39,95.0,51,74.1,105.8
2019/07/06 17:44,94.8,51,73.9,105.4
2019/07/06 17:49,94.8,52,74.5,106.2
2019/07/06 17:54,94.6,52,74.3,105.6
2019/07/06 17:59,94.6,53,74.8,106.3
2019/07/06 18:04,94.6,53,74.8,106.3
2019/07/06 18:09,94.6,53,74.8,106.3
2019/07/06 18:14,94.6,54,75.6,107.1
2019/07/06 18:19,94.6,53,74.8,106.3
2019/07/06 18:25,94.8,53,75.0,106.9
2019/07/06 18:30,94.8,53,75.0,106.9
2019/07/06 18:35,95.0,53,75.2,107.2
2019/07/06 18:40,95.2,53,75.4,107.8
2019/07/06 18:45,95.4,53,75.6,108.3
2019/07/06 18:50,95.4,53,75.6,108.3
2019/07/06 18:55,95.4,53,75.6,108.3
2019/07/06 19:00,95.4,53,75.6,108.3
2019/07/06 19:05,95.4,53,75.6,108.3
2019/07/06 19:10,95.0,53,75.2,107.2
2019/07/06 19:15,95.0,53,75.2,107.2
2019/07/06 19:20,94.8,54,75.6,107.6
2019/07/06 19:26,94.8,54,75.6,107.6
2019/07/06 19:31,94.8,54,75.6,107.6
2019/07/06 19:36,94.6,54,75.6,107.1
2019/07/06 19:41,94.5,54,75.4,106.7
2019/07/06 19:46,94.3,54,75.2,106.3
2019/07/06 19:51,93.9,55,75.4,106.0
2019/07/06 19:56,93.7,55,75.2,105.4
2019/07/06 20:01,93.6,55,75.0,105.3
2019/07/06 20:06,93.2,55,74.7,104.2
2019/07/06 20:11,93.0,55,74.5,103.8
2019/07/06 20:16,92.7,55,74.1,103.1
2019/07/06 20:21,92.3,55,73.9,102.0
2019/07/06 20:27,91.9,56,74.1,101.7
2019/07/06 20:32,91.6,56,73.8,100.9
2019/07/06 20:37,91.2,57,73.9,100.8
2019/07/06 20:42,91.0,57,73.8,100.2
2019/07/06 20:47,90.7,57,73.4,99.5
2019/07/06 20:52,90.3,58,73.6,99.1
2019/07/06 20:57,90.1,58,73.4,98.8
2019/07/06 21:02,90.0,58,73.2,98.4
2019/07/06 21:07,89.6,59,73.4,98.1
2019/07/06 21:12,89.2,59,73.0,97.2
2019/07/06 21:17,89.1,59,72.9,97.0
2019/07/06 21:22,88.9,59,72.7,96.6
2019/07/06 21:28,88.5,59,72.5,95.7
2019/07/06 21:33,88.2,59,72.1,95.0
2019/07/06 21:38,88.0,59,72.0,94.6
2019/07/06 21:43,87.6,60,72.1,94.3
2019/07/06 21:48,87.4,60,72.0,93.7
2019/07/06 21:53,87.3,60,71.8,93.6
2019/07/06 21:58,87.1,60,71.6,93.2
2019/07/06 22:03,86.9,60,71.4,92.8
2019/07/06 22:08,86.7,60,71.2,92.3
2019/07/06 22:13,86.5,60,71.1,91.9
2019/07/06 22:18,86.4,60,70.9,91.8
2019/07/06 22:23,86.2,61,71.2,91.8
